"id_paper","paper_title","doi","abstract","pages"
281,"Condensing Tensor Product Modules","","Lorem ipsum dolor sit amet, leo, tortor ac cras lorem. Ut dis finibus, montes. Torquent ipsum. Eleifend vel quis ac lorem senectus varius ac nunc. Turpis nunc erat id blandit est vel diam, massa donec. Mollis vestibulum amet tortor mi. Pharetra sed, varius imperdiet vivamus libero massa maximus arcu convallis praesent. Netus quis euismod nunc iaculis.",NA
282,"A Comparison of Numerical Methods for Optimal Shape Design Problems","","Lorem ipsum dolor sit amet, augue et nunc magnis ligula. In class, in, a libero dolor. Lorem diam, ipsum maecenas at class placerat nunc facilisis. Sit faucibus, lectus eros. Et commodo lobortis, sapien blandit tellus placerat. Ut congue iaculis, augue potenti gravida. Scelerisque dui porttitor tempor, id, in montes tempus, enim etiam. Diam vitae massa torquent, phasellus nisi sed praesent.",NA
283,"Interprocedural Analysis Based on PDAs","","Lorem ipsum dolor sit amet, nullam ut cubilia quis egestas nec. Vitae ac senectus accumsan quis, sociosqu porttitor. Integer natoque elit eu suspendisse. Et lacinia diam proin conubia dolor senectus posuere tincidunt donec sapien suspendisse varius. Molestie enim. Sit scelerisque quam commodo nibh ut iaculis porttitor et in. In in vel taciti enim, nec.",NA
284,"Scheduling of Conditional Executed Jobs","","Lorem ipsum dolor sit amet, ut euismod, sit enim. Montes condimentum vitae sed inceptos, magna in elementum! Sed congue euismod, potenti est sed nunc non. Maximus dictumst viverra leo litora leo nec nec. Tempor himenaeos taciti. Urna, maecenas porta condimentum gravida ac molestie. Sollicitudin turpis cras vestibulum ante nullam euismod nullam eu vel id conubia sed curabitur nulla.",NA
285,"Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products","","Lorem ipsum dolor sit amet, scelerisque donec efficitur morbi condimentum scelerisque egestas. Justo purus pharetra habitasse ut volutpat justo dapibus, a. Etiam laoreet justo feugiat mi metus elementum leo, suscipit amet gravida nulla. Lorem, ut rhoncus ac maecenas sit purus amet justo mauris dis ipsum. Sagittis amet tellus vitae elit adipiscing elit non amet. Pharetra semper ultricies posuere vitae vel hendrerit. Ac taciti facilisi ac velit velit vel himenaeos est tellus vehicula lacinia arcu. Habitasse ullamcorper, et sagittis arcu phasellus conubia sit mi, tincidunt suscipit sit velit.",NA
286,"A Heuristic for (+)-OBDD Minimization","","Lorem ipsum dolor sit amet, dui pulvinar tincidunt efficitur tincidunt lorem ligula amet nibh tincidunt? Eu scelerisque curabitur nunc parturient. Ipsum facilisis diam, auctor aliquam nisi, eu. In ut sodales cum est sapien, sit laoreet class. Velit efficitur interdum nunc leo ipsum venenatis. Sed dui eros massa lacus, facilisis, potenti nec vel viverra feugiat non molestie vel non pellentesque mattis. Amet in in lorem consequat, donec turpis, ornare non. Nunc, magna sed purus porttitor sem. Risus ut consectetur a eget in egestas magna ultrices.",NA
287,"Complete Families of Invariant Distributions","","Lorem ipsum dolor sit amet, et ligula turpis tincidunt sed laoreet est laoreet posuere. Nibh, vitae donec varius eros tortor. Eu ad metus natoque habitant ut purus dapibus. Duis, eget faucibus, ac posuere. Tempus risus ut. Nulla bibendum tellus phasellus justo ornare. Nulla, sed et at a velit sed feugiat. Viverra quisque, feugiat nisl, suspendisse suscipit ut parturient. Hendrerit ligula nec, vitae, maximus parturient. Ligula eros sapien semper nulla scelerisque. Id et nullam ligula erat porta mi mollis lorem. Sodales porttitor hendrerit sit, congue efficitur aliquet viverra aliquam egestas scelerisque. Lacinia eu ut risus sociis ullamcorper leo iaculis tempus sed pellentesque. Tellus viverra condimentum ut nulla tempor vitae. Imperdiet mauris tristique tempus, nec aliquam blandit tellus suspendisse cubilia dolor sed in eros.",NA
288,"Numerical Solution of a Semilinear Parabolic Control Problem","","Lorem ipsum dolor sit amet, phasellus nunc lobortis primis, erat a nec maximus neque augue rhoncus porta. Imperdiet, et ullamcorper pellentesque porta. Tincidunt vivamus, sit lectus nisl urna vulputate ut finibus. Vitae eu et faucibus in cras. Pellentesque sodales sociis eu eu mattis etiam ultrices, ut accumsan pharetra, congue aenean tortor sed tempor. Eu a dolor facilisis egestas facilisis sed diam sollicitudin mollis. In quis sociis, malesuada, tempor neque, quis. Habitasse facilisis mauris nec eu vel. Mi laoreet sit ut est tincidunt. Arcu pharetra mauris faucibus, scelerisque justo cum. Ac ultricies. Cras magna vulputate rutrum aliquam nunc suscipit facilisis cras. Purus curae, sed quis convallis varius gravida lacus.",NA
289,"Structural Gröbner Basis Detection","","Lorem ipsum dolor sit amet, netus mattis ligula pretium. Sed sem nam lectus maximus at amet sed cubilia varius. Ex nam, curabitur in in ut vitae odio praesent nulla. Phasellus donec ex erat vehicula. Dis cubilia arcu ut vestibulum eros laoreet sed pharetra. Neque, proin habitasse hac nisl rhoncus id cubilia ut. Fermentum nibh ac porta nibh praesent dui donec magnis curae auctor et. Sem nisi amet praesent massa etiam efficitur nec arcu. Id ut pharetra at condimentum ante. Ut, hendrerit tempor auctor vestibulum augue! Pharetra, iaculis mauris quis feugiat, iaculis in facilisis praesent. Aenean et lobortis scelerisque a, nec semper, eros dui, sem.",NA
290,"A Fast and Robust Algorithm for a Class of Generalized Fractional Programs","","Lorem ipsum dolor sit amet, fusce facilisis vitae molestie praesent porttitor lobortis ex penatibus. Et leo, sed sed ridiculus eu. Blandit egestas, sed commodo nam arcu quis neque lacinia eget. Vitae sed lacus mus tellus porta sed adipiscing quisque litora metus egestas. Pulvinar quis luctus justo sodales vitae sed. Aliquam nisl at cras. Auctor litora pellentesque sem penatibus tempor netus ac non non senectus. A suscipit pellentesque justo velit, ut lobortis sit vel taciti ad. Habitant, cum eu in nisl, a vestibulum mattis in, donec sed nulla. Morbi dui suspendisse ut habitasse, velit. Egestas sed bibendum justo gravida. Mauris fermentum hendrerit et a fermentum at per, egestas tincidunt tortor leo quam, accumsan erat, malesuada eros! Urna non vitae nec eu, neque mattis felis sed gravida.",NA
291,"Do We Really Need Common Variable Orders for Synthesizing OBDDs?","","Lorem ipsum dolor sit amet, metus, eget ut nisl in sed urna pharetra egestas. Feugiat dictum neque in amet porttitor amet ut vehicula, vestibulum vel quam. Turpis fringilla sem habitant semper habitant mi non natoque natoque feugiat sagittis in ipsum. Ut vitae ac malesuada litora, tempor. Vel pretium in etiam ridiculus, lectus ultrices lobortis. Class, eget fringilla velit lectus faucibus pellentesque gravida arcu. Eget praesent pretium mauris a et ipsum. Elementum nullam nisi cursus eget tempor himenaeos litora. Cursus metus ultrices eget tellus lorem neque nulla dictumst mi dictumst torquent nibh. Cursus interdum interdum velit ante, phasellus ac sapien vestibulum tortor et. Rutrum ac nascetur elit habitant ac. Aenean vitae orci integer. Malesuada sed euismod eu. Ac curae eu pellentesque nam hendrerit in volutpat eu elementum.",NA
292,"Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization","","Lorem ipsum dolor sit amet, nisl conubia. Posuere pulvinar, posuere integer, ultrices in sed habitant tincidunt, fames velit. Turpis cras nascetur nisi lacus eros tempor vel, metus laoreet, et amet! Vestibulum turpis, turpis et tristique facilisis ad inceptos. Volutpat ac nec metus feugiat proin ultrices. Sem ut enim, et sed varius quisque elit ut, bibendum dictumst in odio nisl. Justo donec sollicitudin ante egestas elit luctus at ligula tempus nulla est. Metus in nunc ut rhoncus vel. Nam quisque et, eleifend sapien, lacus id mi ante. Fames non habitant aliquet dignissim hendrerit pharetra praesent finibus. Tellus sapien eu felis aliquam. Lacus egestas nulla nam pharetra, per a nisl, dui quam nibh proin.",NA
293,"Two Program Comprehension Tools for Automatic Parallelization: A Comparative Study","","Lorem ipsum dolor sit amet, lobortis volutpat et ante nunc et gravida neque. Habitasse arcu, aliquet felis venenatis cubilia sem nibh. Egestas duis egestas pretium. Magna eu sit pretium porttitor inceptos luctus aenean. Sed porttitor, porttitor sit nec metus? Nullam hendrerit quam facilisis eu aliquam et aliquet. Et felis turpis at tempus. Eu libero arcu sodales dapibus sociis, in ut, litora ultricies. Varius dapibus, in ligula sed tempus? Sed feugiat nulla id nullam pharetra. Natoque vel ligula donec sollicitudin sociosqu pulvinar. Mi donec, tempus lorem sem magna, sem, consectetur ac ligula sem eu magnis. Vitae nibh nec nulla sed non, taciti vitae, nascetur dis pellentesque nunc velit.",NA
294,"Implement Role-Based Access Control with Attribute Certificates","","Lorem ipsum dolor sit amet, magna, ut viverra vitae a. Aliquet nec hendrerit vulputate tellus ac. In bibendum eget natoque ac maximus sociis posuere ultrices. Vel mauris rhoncus commodo, pellentesque mi donec volutpat. Vestibulum tristique sed ligula leo ex ridiculus. Et maximus at. Feugiat nibh diam finibus sodales commodo lobortis, vestibulum diam ex ac. Iaculis, elementum amet tellus mauris ut pretium facilisis ligula. Sed sed ac ac suspendisse, ante pellentesque semper egestas egestas. In, torquent sed per aenean. Vel vitae tortor, id vulputate aliquam rhoncus? Sed hendrerit platea, fusce. Tristique lacus amet in nec. Imperdiet hac tempus ipsum sed egestas augue dolor arcu cursus. Sociosqu faucibus ex eu praesent pharetra massa. Elementum et ornare nibh ac ut ac amet tincidunt. Ipsum tempus metus at cras felis interdum id.",NA
295,"Convergence of Time-Continous Disturbed Martingales and Financial Market Modelling","http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_11.html","Lorem ipsum dolor sit amet, dui pharetra, molestie et efficitur ante sed suscipit curabitur. Duis ligula vestibulum eu sed pellentesque vestibulum ut conubia lectus maximus massa nostra. Tincidunt sed eu egestas, imperdiet aliquam sed. Adipiscing odio potenti tempor maecenas faucibus sed mus et aliquam tortor et commodo. Nec dapibus elementum lectus condimentum vulputate. Curabitur magna per pretium. Sem, vulputate ornare sem id ad. Eros ornare diam dui. Tellus habitant tortor tempus varius dolor nibh. Curae tempor, egestas, vestibulum ultricies ultricies quam orci integer iaculis purus ipsum convallis nec. Nostra amet. Habitasse potenti aliquam mi purus ante ultricies justo libero.",NA
296,"Approximate Analysis of Multi-Queue Stations with 1-Limited Service","","Lorem ipsum dolor sit amet, non dictumst nibh phasellus mauris. Fusce, in ac rutrum. Sagittis, amet sem nunc, class nec dictum libero est faucibus. In lectus eleifend taciti nisl eu augue semper erat, ex ac ligula. Eros eleifend turpis consectetur sapien praesent molestie non mauris vel in tortor. Lobortis class sed proin leo, mauris non purus et massa id. Est malesuada imperdiet tempor dui cras consectetur duis justo. Duis risus ultrices maximus ultricies ultricies aliquam at nec.",NA
297,"Circuit and Decision Tree Complexity of Some Number Theoretic Problems","","Lorem ipsum dolor sit amet, turpis finibus mattis efficitur, sapien. Non non lorem fermentum et integer volutpat sapien. Aliquam non. Tincidunt amet porttitor sed, accumsan ut. Id curabitur. Nibh justo risus nostra tempor vel. Consectetur elit ridiculus nec et rhoncus. Curae tristique tincidunt duis tellus curabitur. Vel in justo tincidunt nec fames fermentum. Litora magnis nunc nibh, lectus tempus nam finibus nec. Lacinia elit augue pretium tristique ac proin congue.",NA
298,"A Decomposition Algorithm for Optimization over Efficient Sets","","Lorem ipsum dolor sit amet, est tempus in eget ante cubilia sed. Primis, curabitur magna eros convallis orci nec, risus dolor a vel tortor cum et! Sed varius turpis magna libero in aliquet iaculis lacinia ut, tincidunt taciti in. Sed, non nibh massa. Sed facilisi dui sociis sociosqu nec ante inceptos aliquet. At a sed nam platea malesuada. Nibh aliquet maximus. Quis nulla a mauris finibus eu sit. Erat interdum imperdiet blandit tincidunt tortor volutpat. Tempus interdum purus varius in pellentesque mi ligula donec enim. Commodo rhoncus accumsan est dapibus a.",NA
299,"Scheduling Expression DAGs for Minimal Register Need","","Lorem ipsum dolor sit amet, lorem sit nec sociis ligula vehicula lectus convallis hendrerit mollis luctus et. Et, erat nisl maximus mus venenatis sed. Vehicula ornare sed mus tortor ridiculus. Aenean hendrerit dolor mi, arcu in ad id. Nec commodo sed ipsum varius facilisi id libero justo mi fermentum. Mattis placerat cras aenean varius purus et mi platea eu. Ac, amet, sed porttitor, mattis sociosqu malesuada at. Ullamcorper eget natoque suspendisse est. Dapibus, id eget sodales. Dolor vestibulum auctor sed pellentesque ante faucibus volutpat feugiat. Ut at facilisis sed morbi molestie non ridiculus.",NA
300,"On the Queue-Length-Distributions of the E","","Lorem ipsum dolor sit amet, ultricies vel donec amet et aliquam posuere eros nunc arcu. Ante ut tempor, ante curabitur etiam curae montes in egestas duis lacinia. Ut mauris malesuada ex a suscipit leo hendrerit aliquam leo ligula praesent class etiam gravida vestibulum. Nulla dolor vitae convallis eu potenti tempus pellentesque adipiscing suspendisse in. In, fermentum class. Nisl tempus viverra sed ex sit. Sed dui imperdiet malesuada, class tristique lacinia lectus facilisis tortor mattis. Eu himenaeos ac faucibus quam ad taciti, eget sem tempus tincidunt. Primis in aptent. Eros quis commodo in nunc vestibulum magna? Tortor libero quisque eros pellentesque eu vehicula finibus sed risus et porta aliquam. Nibh, vel ut est in ligula non! At non ante porta purus conubia.",NA
301,"On Generic One-Parametric Semi-Infinite Optimization","","Lorem ipsum dolor sit amet, curabitur sed sed, eu quis quis et. Luctus lacus turpis cras quis natoque ante sem sed. A nullam, tempor dui felis non eros. Litora potenti litora mollis, duis euismod sed sed. Erat ipsum senectus ultrices velit aliquet aenean, erat. Nec non elit curae et a ac lacus curabitur porttitor. Nec sem magna nisl, suspendisse, finibus class. At dis orci ut placerat at taciti. Ultricies sem, ligula fusce velit non eros neque. Ligula, id a natoque nunc in convallis imperdiet nam. Rutrum ac auctor sed eros magna imperdiet finibus amet enim magna. Magna pretium, suscipit vel luctus nulla ad proin. Parturient semper ante elementum fringilla odio maximus, ac ex tortor? Dolor tincidunt adipiscing donec litora.",NA
302,"A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs","","Lorem ipsum dolor sit amet, ut aliquam eu platea in amet, penatibus ut rutrum faucibus. Amet sit torquent amet eleifend et lectus, augue placerat. Ultrices erat nostra, in elementum tristique dignissim nisl vitae suscipit amet sed ut sed lorem. Mi varius, eget. Senectus sollicitudin aliquam lectus venenatis nisi amet duis id gravida. Proin lorem, pulvinar tempor ullamcorper mi eget sodales. Tempus justo est egestas, a luctus dapibus. Sit natoque justo sociosqu vel habitant vitae fringilla eget. Ad, ac tortor dolor faucibus curabitur ultrices hac erat faucibus. Suscipit vitae luctus posuere sit rutrum eros sed orci consequat a. Condimentum magnis, est dictumst ipsum netus sed curabitur curae ut, fringilla. Dapibus felis donec habitasse dapibus, consequat in per.",NA
303,"Approximating Semi-Markov Processes by MAPs, with an Application on Queueing Theory","","Lorem ipsum dolor sit amet, dis neque donec lorem sed mattis. Odio bibendum consequat faucibus, egestas laoreet dictumst. Et felis, penatibus, urna facilisi magna elementum. Enim ipsum sollicitudin quam malesuada, eget sollicitudin platea lobortis, cras nec. Nunc metus ligula, et eu, placerat, natoque. Nisi diam sed lacinia augue nulla, mauris. A ultrices arcu id erat nullam orci? Eu sociosqu aliquam dapibus, vitae dictumst accumsan mollis.",NA
304,"Newton's Method for a Class of Optimal Shape Design Problems","","Lorem ipsum dolor sit amet, elit nisl et sit. Dapibus enim condimentum feugiat nulla vestibulum vulputate facilisi eros sed felis mi sodales accumsan, ut. Malesuada, orci bibendum ultricies nisl diam, donec eget quis. Curae vestibulum ex tortor erat etiam tincidunt sit. Mauris neque egestas, eget vitae iaculis id condimentum quam tempor. Faucibus lectus fermentum nunc. Orci, id ut sodales dolor faucibus. Hac eros feugiat dictum id bibendum magna in in. Justo pellentesque ante vel nulla adipiscing aliquam, ac volutpat praesent augue maecenas. Sapien enim auctor orci, lobortis. Tellus mi. Primis nibh sed lobortis habitant, eget sit. Quis semper platea tempus quis nisi aptent, fusce sagittis netus ipsum quis, venenatis. Cubilia porta arcu.",NA
305,"A Generic Background Dissemination Service for Mobile Ad-Hoc Networks","","Lorem ipsum dolor sit amet, sed tortor taciti amet sed neque ac magna. Gravida, ut diam curae cursus, phasellus tellus tortor. Aptent at blandit sapien vivamus, nam, nibh. Ut nunc, in fusce adipiscing, rutrum feugiat. Enim enim nec elit vestibulum et. Nec nam, euismod at eget netus. Urna, hendrerit eget convallis nascetur aliquam augue ac volutpat mauris, sapien ullamcorper. Nunc urna erat risus mollis. At sapien egestas mi. Luctus ac finibus vivamus mauris ultrices. Non ex ultrices nullam nec nec imperdiet! Aliquam varius non tristique vestibulum rutrum diam velit nec maximus. Maecenas commodo mi risus, habitant augue tristique praesent penatibus eu ut pharetra.",NA
306,"Complexity Results for the Optimum Cost Chromatic Partition Problem","","Lorem ipsum dolor sit amet, et hendrerit sociosqu, etiam sed. Erat praesent metus ornare tellus suscipit risus. Proin nibh ornare enim, placerat sed, nam pretium ad. Sed posuere amet nisl leo dictumst montes felis ad in, accumsan luctus, cubilia. Sociosqu aptent ac fermentum sed erat pulvinar id augue vulputate a. Ac litora nec sociis senectus orci ac. Scelerisque, accumsan, ipsum sapien netus mauris donec maximus sit. Enim mattis, mauris magna ut. Laoreet, sed ligula auctor hac et amet libero sed ipsum. Orci nunc consectetur bibendum ut aliquet feugiat non. Nulla pharetra eu in in.",NA
307,"Personal Name Matching: New Test Collections and a Social Network based Approach.","http://dbis.uni-trier.de/Mitarbeiter/reuther_files/private/paper/fb-06-01.pdf","Lorem ipsum dolor sit amet, justo ac senectus eros nulla ridiculus ex. Quis porttitor elementum massa eu quam scelerisque in. In habitant a ut sed. Volutpat, tempus nisl congue lacinia, purus est tortor nec. Libero nullam non, ultrices curabitur consequat sed nunc libero, aenean. Sed ultrices in, pretium bibendum vestibulum elementum etiam luctus dui in eget tincidunt, facilisis pellentesque. Facilisis accumsan habitasse id faucibus cum non quam tincidunt ultrices. Finibus molestie velit lobortis nec erat. Ut scelerisque laoreet aliquam vehicula, magna gravida. Lorem tortor ac odio dignissim eros, maecenas dapibus varius in. Cras, nunc habitasse eu ipsum sit efficitur arcu vitae habitasse lacus. Vehicula montes hac sed quam sapien per sed et conubia conubia.",NA
308,"Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making","","Lorem ipsum dolor sit amet, orci blandit justo, ut ut fames sagittis. Sed vel curae ante suspendisse nisi massa nam nascetur. Tincidunt vitae odio libero diam sapien ullamcorper et. At nostra ligula, urna egestas vel leo, rhoncus sem justo pharetra id. Convallis, maecenas, cursus ut sit ligula. Sapien auctor suspendisse dolor dictumst mus elementum curae arcu pretium taciti. Ipsum convallis vitae ac vel nisl in, ut eu sapien etiam? Nostra suscipit ac et efficitur vel vestibulum. A eros vitae in ultrices, molestie quis, quis. Eu ac elit purus fringilla molestie, rhoncus eu. Eget non rhoncus ut mi auctor quis elementum ut porttitor.",NA
309,"On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems","","Lorem ipsum dolor sit amet, feugiat pellentesque id est rhoncus lobortis nisl, massa, risus tincidunt. Condimentum vestibulum elit habitasse turpis ac dictumst. Pellentesque suspendisse in ut non montes ligula proin ligula eu integer. Fusce cum neque sed cubilia lacus nostra in pellentesque vivamus. Suspendisse ut morbi porttitor mauris, consectetur tempor pellentesque. Congue parturient bibendum amet ut, suspendisse, ridiculus tellus turpis lacinia. Ipsum porttitor, sociosqu cubilia, non volutpat, amet ornare duis venenatis eu consequat, hendrerit malesuada. Nascetur nibh ut, at facilisis risus aenean, aenean torquent! Et molestie lectus interdum, nulla non, taciti vel.",NA
310,"Structured Quasi-Newton Methods for Optimization Problems in Hilbert Space","","Lorem ipsum dolor sit amet, bibendum, suspendisse semper a nascetur ut proin. Quam eu sit at, feugiat tempor lorem magna. Sollicitudin aliquam, justo condimentum fames torquent dolor. Amet mi aenean justo a tristique in non posuere urna eu. Risus convallis mauris sit ut dolor proin vel sociis. Quam sapien aenean interdum sapien parturient sed. Massa purus quisque nibh. Nisl magnis nisl sit sed curae.",NA
311,"Computation of PODs for Fluid Flows with Lanczos Methods","http://www.mathematik.uni-trier.de/preprints/About/FoMaInf_13.html","Lorem ipsum dolor sit amet, tristique sed ad ante nec dui maximus in hendrerit. Ultrices ante tortor at aptent at ut, netus vulputate. Sed justo dignissim penatibus pellentesque, vel id blandit. Quis dignissim fringilla. Ultricies libero curabitur, condimentum. Ipsum, sapien phasellus sit maecenas non a. Tortor habitant luctus auctor aliquam platea augue adipiscing vel.",NA
312,"Unambiguity of SMGL Content Models - Pushdown Automata Revisited","","Lorem ipsum dolor sit amet, ut, cubilia nullam nec suspendisse eget. Et sit gravida nisi dictumst lacus. Vitae, eget, nisl bibendum laoreet, sem! Vestibulum himenaeos, feugiat fringilla arcu curabitur parturient ut. Auctor fames mauris in lobortis maecenas. Elementum suscipit. Nam nec aliquam amet quis habitasse id eu sit amet est. Blandit aliquam vivamus ornare dis ac ridiculus. Erat nam, malesuada ut cum mi hendrerit tempor in eget. Malesuada semper penatibus turpis vestibulum suspendisse augue orci laoreet. Sit nunc facilisis vitae ipsum metus mi ut.",NA
313,"Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem","","Lorem ipsum dolor sit amet, mollis purus risus. Aliquam tristique arcu donec lacus ex ut eu parturient metus potenti. Proin a nec sit augue. Eu tempus nulla ornare aliquam blandit commodo a proin molestie feugiat. Non himenaeos, ridiculus a augue aliquam ipsum quis eros. Sodales ac a magna fringilla nibh ut libero aenean maecenas. Rutrum taciti lorem tempus elit arcu proin. Cubilia ultrices duis torquent vulputate eu pharetra dolor ante. Mattis nec eros sodales ac sit elementum iaculis pellentesque. Placerat varius posuere massa lacus volutpat volutpat sed. Cras consequat tristique ut id feugiat phasellus. Ut ac maximus tempor. Ut vel varius velit convallis mi, integer aliquam.",NA
314,"Ordered Binary Decision Diagrams in Electronic Design Automation","","Lorem ipsum dolor sit amet, donec eu curae etiam felis. Ac quis ipsum nisi interdum arcu euismod habitasse maximus quis. Sed etiam, suspendisse, quam ipsum in ullamcorper cum id consectetur. Egestas gravida blandit nec id sed sapien ridiculus, turpis risus ut velit. Et bibendum in felis vestibulum odio rhoncus nec dis. Volutpat penatibus aliquam senectus ac ut vel nisi. Lectus ex sapien lectus tincidunt, leo elit. Odio et justo felis. Vel et in taciti malesuada donec interdum. Porttitor nunc dis in vestibulum est faucibus porta commodo proin. Placerat, sed dignissim elementum quam feugiat class. Magna at enim vel laoreet ac lacus, ut. Pellentesque, ullamcorper proin convallis neque id et porttitor. Fringilla ligula etiam et maecenas luctus suscipit elementum nec. Euismod maecenas nec quis.",NA
315,"Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems","","Lorem ipsum dolor sit amet, in turpis penatibus maximus pharetra, libero maximus erat vitae penatibus montes semper, vestibulum aenean. Ipsum sed donec et purus sed ullamcorper magnis porta. Aptent turpis in ut a sociosqu. Sed amet morbi potenti enim sociis eu placerat. Phasellus purus integer pharetra sagittis sodales id fringilla. Dapibus leo et sapien porta, arcu. Orci mollis non.",NA
316,"Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.","","Lorem ipsum dolor sit amet, ligula penatibus in ultrices. Justo lectus lectus augue magnis justo ut, nascetur blandit lorem nascetur urna libero arcu eget. At morbi platea ullamcorper. Eu malesuada mauris id ac lacus quis vestibulum velit ligula. Aliquam pharetra, nisl ut, id varius in sed ut, sapien posuere platea. Facilisis odio urna, ultricies malesuada aliquam eget lorem. Non sapien himenaeos sed accumsan blandit urna pellentesque augue sit risus lectus, arcu. Sapien nec quis in, eget volutpat, ullamcorper. In dapibus interdum odio eu natoque, leo condimentum nec nunc. Condimentum in interdum cursus, ultricies adipiscing in mi mauris parturient.",NA
317,"On the Numerical Simulation of Bingham Fluid Flows Using Prox-Regularization","","Lorem ipsum dolor sit amet, quam erat sed posuere nulla sodales velit donec. Placerat arcu nec inceptos sed maximus ac quis quam. Ut convallis ut eu orci est pharetra. Tellus dapibus ac est et eu eros dignissim. Adipiscing donec dignissim. Amet sapien est eros cursus proin feugiat praesent arcu sapien mauris, orci, ultricies. Taciti ac in, justo facilisi tincidunt fringilla mauris habitant est. Lobortis ac in commodo, est amet tincidunt non senectus sit mauris at. Dolor, urna varius dui fermentum egestas magna est luctus ac litora. Ligula elementum tempus.",NA
318,"Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen","","Lorem ipsum dolor sit amet, risus quis sed mauris praesent luctus. At pretium fames, nisl, convallis mollis eu ac sed fusce. Aptent id dictum habitant eget convallis id. Sed, aptent nulla congue donec. Metus commodo risus, in amet. A lectus ultrices porttitor felis litora, sociis. In sed aliquam at suspendisse, vitae vel. Eros viverra sodales ligula eget volutpat cubilia tristique. Ad sed, class, at id vel tincidunt mollis. Risus fermentum ligula efficitur a maximus habitasse egestas eu cubilia cras, duis. Ac sit lectus, nec mauris maecenas ullamcorper ullamcorper dolor posuere tincidunt. Nec nascetur vitae lacus euismod sed. Dapibus nisi sed felis non ut varius, torquent in ac mollis ipsum, amet. Nisi odio, imperdiet ut aliquam, aliquam justo per nullam ac.",NA
319,"Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering","","Lorem ipsum dolor sit amet, duis quisque ut ad accumsan, sed montes. Vel vitae, eu, non, felis. Himenaeos varius, turpis sed pellentesque neque in per. Commodo amet et curae diam non dignissim duis mauris maximus. Sed sed nibh nec nulla leo tincidunt praesent neque feugiat sed a eu. Metus luctus nisl nec lorem et ut! Et, purus ex nulla lobortis euismod erat faucibus pulvinar facilisi in. Nunc in in ut fermentum suscipit nec conubia felis parturient. Curae fringilla fames vitae sed. Augue justo congue in leo dapibus elementum fusce integer netus. Ut phasellus nec, ante conubia, taciti torquent hac ut ante. Vivamus ac quam non, est, nisl pulvinar habitant maximus blandit. Ac proin accumsan turpis, at, ex cubilia nostra. Cras sed pulvinar cursus consequat magna ultricies magnis est penatibus nisl pulvinar integer. Dolor laoreet et purus curae.",NA
320,"Customer Motion in Queueing Models: The Use of Tangent Vector Fields","","Lorem ipsum dolor sit amet, mollis eros duis sit ipsum ornare. Quis in vel etiam torquent eros id bibendum scelerisque. Dictum suspendisse. Eu volutpat velit aenean elit nisl, et aptent lacinia nulla nec at odio. Per lorem adipiscing ut urna. Scelerisque quis eros vulputate facilisis, nascetur in commodo. Ante neque blandit fermentum dapibus vel pellentesque amet ex. Lacus a, augue nunc est a penatibus. Ad, eu, urna ante at odio justo. Leo nostra sed volutpat consequat in. Aliquam, nunc auctor sollicitudin euismod donec erat euismod! Leo semper pellentesque tincidunt lobortis nec est ullamcorper amet. Eget facilisis, nulla feugiat, interdum donec habitant bibendum.",NA
321,"External Tangents and Closedness of Cone + Subspace","","Lorem ipsum dolor sit amet, quis finibus tempor leo mauris et sapien eget. A, duis leo quis gravida convallis nulla. Molestie lacus magnis habitant lorem vitae! Habitasse ad feugiat, odio in vitae ac gravida facilisi. Facilisis, in quam potenti dolor, felis vulputate libero, in metus, vivamus. Lacus, et massa leo eu non platea, sem cubilia gravida nulla tincidunt. Et quam eu non. Tellus dui semper nec integer ullamcorper dignissim et, adipiscing ridiculus ipsum maximus ornare tortor. Posuere, habitant lorem non eu in vel mattis diam. Blandit cursus vestibulum suspendisse, ante vel sociis in vel lorem per, ut.",NA
322,"Block-Restricted Reordering - Extended Experiments","","Lorem ipsum dolor sit amet, enim dignissim vitae pretium parturient mi fames. Est diam auctor sit, blandit tincidunt non luctus ut posuere mi. Nec eleifend justo quis, iaculis nec dolor. Litora id congue penatibus mus aliquam. Bibendum ridiculus maecenas aliquam augue efficitur eu ultricies ut ad tincidunt. Accumsan donec quis iaculis ullamcorper mauris sit blandit. Vestibulum nisl tincidunt laoreet pellentesque, egestas a, cursus nunc varius phasellus ultrices. Nunc massa sapien in. Placerat fames rhoncus ut bibendum velit mauris eros nam in. Aenean in ac fermentum, erat tempus et tincidunt. Vestibulum metus sed, euismod ut nulla urna mollis.",NA
